Wall time,Step,Value
1674230170.251625,738,-11.799123764038086
1674230170.261865,739,-11.798279762268066
1674230170.270336,740,-11.797436714172363
1674230170.288981,742,-11.79574966430664
1674230170.296609,743,-11.794905662536621
1674230170.306231,744,-11.794062614440918
1674230170.313598,745,-11.793219566345215
1674230170.376341,752,-11.787318229675293
1674230170.401023,755,-11.784790992736816
1674230170.410497,756,-11.78394889831543
1674230170.426985,758,-11.782264709472656
1674230170.475262,763,-11.778056144714355
1674230170.482906,764,-11.777214050292969
1674230170.49394,765,-11.776372909545898
1674230170.521672,768,-11.773849487304688
1674230170.529795,769,-11.773008346557617
1674230170.557639,772,-11.770485877990723
1674230170.564607,773,-11.769645690917969
1674230170.588515,775,-11.767964363098145
1674230170.602619,776,-11.76712417602539
1674230170.626943,778,-11.765443801879883
1674230170.63746,779,-11.764603614807129
1674230170.650677,780,-11.763764381408691
1674230170.664808,781,-11.762924194335938
1674230170.676202,782,-11.7620849609375
1674230170.750335,788,-11.757048606872559
1674230170.764563,789,-11.756210327148438
1674230170.791438,791,-11.754532814025879
1674230170.815265,793,-11.75285530090332
1674230170.832956,795,-11.751178741455078
1674230170.843842,796,-11.750341415405273
1674230170.870073,799,-11.747827529907227
1674230170.880312,800,-11.746989250183105
1674230170.91603,804,-11.743639945983887
1674230170.927208,805,-11.742802619934082
1674230170.933885,806,-11.741966247558594
1674230170.944665,807,-11.741128921508789
1674230170.971938,810,-11.738618850708008
1674230170.998571,813,-11.73611068725586
1674230171.046053,818,-11.731931686401367
1674230171.055229,819,-11.731096267700195
1674230171.075568,821,-11.729425430297852
1674230171.08273,822,-11.72859001159668
1674230171.09295,823,-11.727755546569824
1674230171.109661,825,-11.726085662841797
1674230171.116089,826,-11.725251197814941
1674230171.126116,827,-11.724416732788086
1674230171.132952,828,-11.72358226776123
1674230171.170036,832,-11.720246315002441
1674230171.179824,833,-11.719412803649902
1674230171.201004,835,-11.717745780944824
1674230171.211667,836,-11.716912269592285
1674230171.218435,837,-11.716078758239746
1674230171.239239,839,-11.714412689208984
1674230171.249574,840,-11.713580131530762
1674230171.277417,843,-11.711082458496094
1674230171.296702,845,-11.709418296813965
1674230171.34094,850,-11.705259323120117
1674230171.349759,851,-11.704427719116211
1674230171.378954,854,-11.701933860778809
1674230171.404742,857,-11.699441909790039
1674230171.43396,860,-11.696950912475586
1674230171.453169,862,-11.695290565490723
1674230171.489292,865,-11.692801475524902
1674230171.499673,866,-11.691972732543945
1674230171.538593,870,-11.688655853271484
1674230171.547716,871,-11.687827110290527
1674230171.633376,881,-11.679548263549805
1674230171.652971,883,-11.67789363861084
1674230171.663524,884,-11.677066802978516
1674230171.67221,885,-11.676239967346191
1674230171.681094,886,-11.675413131713867
1674230171.69789,888,-11.673760414123535
1674230171.716861,890,-11.67210865020752
1674230171.734392,892,-11.670456886291504
1674230171.760637,895,-11.667980194091797
1674230171.780174,897,-11.666330337524414
1674230171.789731,898,-11.665505409240723
1674230171.814356,901,-11.663031578063965
1674230171.824721,902,-11.66220760345459
1674230171.843927,904,-11.660558700561523
1674230171.86277,906,-11.65891170501709
1674230171.871492,907,-11.658087730407715
1674230171.883478,908,-11.657264709472656
1674230171.901773,910,-11.655618667602539
1674230171.912088,911,-11.65479564666748
1674230171.939137,914,-11.652327537536621
1674230171.977574,918,-11.649038314819336
1674230171.984027,919,-11.64821720123291
1674230172.002774,921,-11.646574020385742
1674230172.022523,923,-11.64493179321289
1674230172.058827,927,-11.641648292541504
1674230172.069392,928,-11.640828132629395
1674230172.079816,929,-11.640007972717285
1674230172.087947,930,-11.639187812805176
1674230172.097422,931,-11.638367652893066
1674230172.105674,932,-11.637547492980957
1674230172.11637,933,-11.636728286743164
1674230172.134732,935,-11.635088920593262
1674230172.178142,939,-11.631814002990723
