Wall time,Step,Value
1674230192.880563,1142,-11.49428939819336
1674230192.937028,1145,-11.483129501342773
1674230192.955726,1146,-11.504105567932129
1674230193.001219,1148,-11.467616081237793
1674230193.019648,1149,-11.471588134765625
1674230193.040145,1150,-11.483838081359863
1674230193.058718,1151,-11.410887718200684
1674230193.07299,1152,-11.513823509216309
1674230193.088126,1153,-11.447028160095215
1674230193.116141,1155,-11.453132629394531
1674230193.196145,1160,-11.47852611541748
1674230193.22528,1162,-11.407683372497559
1674230193.257927,1164,-11.452067375183105
1674230193.285869,1166,-11.519582748413086
1674230193.301243,1167,-11.419437408447266
1674230193.395764,1173,-11.464815139770508
1674230193.413073,1174,-11.505447387695312
1674230193.44567,1176,-11.46921443939209
1674230193.465013,1177,-11.347214698791504
1674230193.480313,1178,-11.539216995239258
1674230193.550498,1182,-11.501287460327148
1674230193.582843,1184,-11.471378326416016
1674230193.617996,1186,-11.448587417602539
1674230193.65143,1188,-11.443633079528809
1674230193.667637,1189,-11.413204193115234
1674230193.683181,1190,-11.413969039916992
1674230193.75284,1193,-11.46448040008545
1674230193.768238,1194,-11.4163818359375
1674230193.784177,1195,-11.425216674804688
1674230193.819172,1197,-11.415898323059082
1674230193.834955,1198,-11.404258728027344
1674230193.885188,1201,-11.368093490600586
1674230193.902255,1202,-11.377751350402832
1674230193.952603,1205,-11.414140701293945
1674230193.970644,1206,-11.36612606048584
1674230193.985811,1207,-11.435178756713867
1674230194.019994,1209,-11.377845764160156
1674230194.084966,1213,-11.44837760925293
1674230194.101429,1214,-11.450699806213379
1674230194.119085,1215,-11.47389030456543
1674230194.151277,1217,-11.450691223144531
1674230194.168904,1218,-11.387947082519531
1674230194.255807,1223,-11.455415725708008
1674230194.286733,1225,-11.407463073730469
1674230194.336752,1228,-11.498433113098145
1674230194.355756,1229,-11.441761016845703
1674230194.405015,1232,-11.356243133544922
1674230194.420392,1233,-11.368356704711914
1674230194.504373,1238,-11.376394271850586
1674230194.536246,1240,-11.433598518371582
1674230194.554174,1241,-11.375930786132812
1674230194.570304,1242,-11.385832786560059
1674230194.586009,1243,-11.368383407592773
1674230194.604209,1244,-11.412531852722168
1674230194.620234,1245,-11.406347274780273
1674230194.635765,1246,-11.324552536010742
1674230194.685859,1249,-11.426155090332031
1674230194.70674,1250,-11.400364875793457
1674230194.725814,1251,-11.41693115234375
1674230194.750794,1252,-11.39258861541748
1674230194.784611,1254,-11.40346908569336
1674230194.81856,1256,-11.311320304870605
1674230194.833428,1257,-11.406466484069824
1674230194.882129,1260,-11.36787223815918
1674230194.895928,1261,-11.36100959777832
1674230194.94352,1264,-11.362418174743652
1674230194.992755,1267,-11.379244804382324
1674230195.053727,1271,-11.405365943908691
1674230195.133632,1276,-11.332171440124512
1674230195.148585,1277,-11.375324249267578
1674230195.166552,1278,-11.354254722595215
1674230195.232894,1282,-11.333824157714844
1674230195.278066,1285,-11.399740219116211
1674230195.358997,1290,-11.446913719177246
1674230195.404034,1293,-11.378100395202637
1674230195.447444,1296,-11.362947463989258
1674230195.485816,1298,-11.361563682556152
1674230195.501192,1299,-11.366244316101074
1674230195.548691,1302,-11.353147506713867
1674230195.612974,1306,-11.283292770385742
1674230195.675579,1310,-11.358305931091309
1674230195.734617,1314,-11.372539520263672
1674230195.75008,1315,-11.31062126159668
1674230195.827439,1320,-11.445353507995605
1674230195.859165,1322,-11.374883651733398
1674230195.873118,1323,-11.374089241027832
1674230195.901021,1325,-11.371268272399902
1674230195.918129,1326,-11.325544357299805
1674230195.95028,1328,-11.37104320526123
1674230196.067641,1335,-11.267923355102539
1674230196.21582,1344,-11.392894744873047
1674230196.233189,1345,-11.31102180480957
1674230196.267631,1347,-11.292756080627441
1674230196.283918,1348,-11.319498062133789
1674230196.325962,1351,-11.342310905456543
1674230196.339441,1352,-11.317896842956543
1674230196.370023,1354,-11.328784942626953
1674230196.42871,1358,-11.388739585876465
1674230196.46175,1360,-11.24313735961914
1674230196.532311,1364,-11.297419548034668
1674230196.545155,1365,-11.321617126464844
1674230196.561894,1366,-11.30205249786377
1674230196.579785,1367,-11.291802406311035
1674230196.596061,1368,-11.29117202758789
1674230196.657084,1372,-11.262279510498047
1674230196.672644,1373,-11.277002334594727
1674230196.702306,1375,-11.280241966247559
1674230196.719021,1376,-11.324029922485352
1674230196.783681,1380,-11.283018112182617
1674230196.862257,1385,-11.287954330444336
1674230196.879441,1386,-11.330924987792969
1674230196.9384,1390,-11.29455852508545
1674230196.985278,1393,-11.305124282836914
1674230197.035943,1396,-11.299376487731934
1674230197.049851,1397,-11.255668640136719
1674230197.084404,1399,-11.21778678894043
1674230197.095884,1400,-11.226016998291016
1674230197.145304,1403,-11.295669555664062
1674230197.182651,1405,-11.352624893188477
1674230197.304896,1413,-11.311988830566406
1674230197.351389,1416,-11.244832038879395
1674230197.369575,1417,-11.22347640991211
1674230197.395825,1419,-11.27366828918457
1674230197.428868,1421,-11.25414752960205
1674230197.444355,1422,-11.281780242919922
1674230197.601232,1431,-11.249602317810059
1674230197.616183,1432,-11.27940559387207
1674230197.680669,1436,-11.26607608795166
1674230197.715599,1438,-11.27298641204834
1674230197.735656,1439,-11.238667488098145
1674230197.754199,1440,-11.237195014953613
1674230197.77323,1441,-11.204440116882324
1674230197.824507,1444,-11.229170799255371
1674230197.856218,1446,-11.299885749816895
1674230197.873962,1447,-11.210603713989258
